inviter_id,cate_id,cate_interaction_freq
001b113dc6d0f4fb033b74b2880926a6,3035,2
001b113dc6d0f4fb033b74b2880926a6,50000436,2
001b113dc6d0f4fb033b74b2880926a6,50000557,1
001b113dc6d0f4fb033b74b2880926a6,50000697,1
001b113dc6d0f4fb033b74b2880926a6,50001865,1
001b113dc6d0f4fb033b74b2880926a6,50003168,1
001b113dc6d0f4fb033b74b2880926a6,50004394,1
001b113dc6d0f4fb033b74b2880926a6,50004783,1
001b113dc6d0f4fb033b74b2880926a6,50007003,1
001b113dc6d0f4fb033b74b2880926a6,50008056,1
001b113dc6d0f4fb033b74b2880926a6,50008779,5
001b113dc6d0f4fb033b74b2880926a6,50008881,1
001b113dc6d0f4fb033b74b2880926a6,50008898,2
001b113dc6d0f4fb033b74b2880926a6,50008899,2
001b113dc6d0f4fb033b74b2880926a6,50008901,1
001b113dc6d0f4fb033b74b2880926a6,50009211,8
001b113dc6d0f4fb033b74b2880926a6,50010159,5
001b113dc6d0f4fb033b74b2880926a6,50010167,1
001b113dc6d0f4fb033b74b2880926a6,50010368,1
001b113dc6d0f4fb033b74b2880926a6,50010402,1
001b113dc6d0f4fb033b74b2880926a6,50011123,1
001b113dc6d0f4fb033b74b2880926a6,50011165,7
001b113dc6d0f4fb033b74b2880926a6,50011418,1
001b113dc6d0f4fb033b74b2880926a6,50012033,2
001b113dc6d0f4fb033b74b2880926a6,50012384,1
001b113dc6d0f4fb033b74b2880926a6,50012584,2
001b113dc6d0f4fb033b74b2880926a6,50012692,1
001b113dc6d0f4fb033b74b2880926a6,50013870,1
001b113dc6d0f4fb033b74b2880926a6,50015112,1
001b113dc6d0f4fb033b74b2880926a6,50016845,2
001b113dc6d0f4fb033b74b2880926a6,50016850,1
001b113dc6d0f4fb033b74b2880926a6,50017119,1
001b113dc6d0f4fb033b74b2880926a6,50018327,1
001b113dc6d0f4fb033b74b2880926a6,50018922,1
001b113dc6d0f4fb033b74b2880926a6,50018968,2
001b113dc6d0f4fb033b74b2880926a6,50021108,1
001b113dc6d0f4fb033b74b2880926a6,50021615,1
001b113dc6d0f4fb033b74b2880926a6,50021623,1
001b113dc6d0f4fb033b74b2880926a6,50022528,3
001b113dc6d0f4fb033b74b2880926a6,50023310,2
001b113dc6d0f4fb033b74b2880926a6,50024679,1
001b113dc6d0f4fb033b74b2880926a6,50050366,2
001e5f321bfdcb21a6c7c10208bc2b29,121412004,1
001e5f321bfdcb21a6c7c10208bc2b29,162103,1
001e5f321bfdcb21a6c7c10208bc2b29,162104,1
001e5f321bfdcb21a6c7c10208bc2b29,162201,1
001e5f321bfdcb21a6c7c10208bc2b29,162205,3
001e5f321bfdcb21a6c7c10208bc2b29,50008881,1
001e605f14390ca34475b2b9cb835172,50002256,1
001e605f14390ca34475b2b9cb835172,50008898,1
001e605f14390ca34475b2b9cb835172,50011277,1
001eb346f0179d83ecdef55e3daf90ac,121454038,1
001eb346f0179d83ecdef55e3daf90ac,121482007,1
001eb346f0179d83ecdef55e3daf90ac,127686005,1
001eb346f0179d83ecdef55e3daf90ac,201160708,1
001eb346f0179d83ecdef55e3daf90ac,201305707,1
001eb346f0179d83ecdef55e3daf90ac,201799404,1
001eb346f0179d83ecdef55e3daf90ac,350203,1
001eb346f0179d83ecdef55e3daf90ac,350502,1
001eb346f0179d83ecdef55e3daf90ac,50006226,1
001eb346f0179d83ecdef55e3daf90ac,50012089,1
001eb346f0179d83ecdef55e3daf90ac,50013467,1
001eb346f0179d83ecdef55e3daf90ac,50015112,1
001eb346f0179d83ecdef55e3daf90ac,50015123,1
001eb346f0179d83ecdef55e3daf90ac,50016722,1
001eb346f0179d83ecdef55e3daf90ac,50017878,1
001eb346f0179d83ecdef55e3daf90ac,50019127,1
001eb346f0179d83ecdef55e3daf90ac,50020072,1
001eb346f0179d83ecdef55e3daf90ac,50020395,1
001eb346f0179d83ecdef55e3daf90ac,50020881,1
001eb346f0179d83ecdef55e3daf90ac,50021800,1
001eb346f0179d83ecdef55e3daf90ac,50021849,1
001eb346f0179d83ecdef55e3daf90ac,50022306,1
0021fda7e7d09657f66c218b258dd934,125032001,1
0021fda7e7d09657f66c218b258dd934,127224010,2
0021fda7e7d09657f66c218b258dd934,150701,1
0021fda7e7d09657f66c218b258dd934,162201,1
0021fda7e7d09657f66c218b258dd934,201276457,1
0021fda7e7d09657f66c218b258dd934,201309506,1
0021fda7e7d09657f66c218b258dd934,201529301,1
0021fda7e7d09657f66c218b258dd934,201539803,1
0021fda7e7d09657f66c218b258dd934,201540103,1
0021fda7e7d09657f66c218b258dd934,201615205,1
0021fda7e7d09657f66c218b258dd934,350213,1
0021fda7e7d09657f66c218b258dd934,350401,1
0021fda7e7d09657f66c218b258dd934,350502,1
0021fda7e7d09657f66c218b258dd934,50000671,1
0021fda7e7d09657f66c218b258dd934,50002834,1
0021fda7e7d09657f66c218b258dd934,50003881,3
0021fda7e7d09657f66c218b258dd934,50005928,2
0021fda7e7d09657f66c218b258dd934,50006126,1
0021fda7e7d09657f66c218b258dd934,50006986,1
0021fda7e7d09657f66c218b258dd934,50008881,3
0021fda7e7d09657f66c218b258dd934,50009211,1
0021fda7e7d09657f66c218b258dd934,50009808,2
0021fda7e7d09657f66c218b258dd934,50010850,1
0021fda7e7d09657f66c218b258dd934,50012325,1
0021fda7e7d09657f66c218b258dd934,50012518,1
0021fda7e7d09657f66c218b258dd934,50013331,1
0021fda7e7d09657f66c218b258dd934,50013334,1
0021fda7e7d09657f66c218b258dd934,50013373,1
0021fda7e7d09657f66c218b258dd934,50013500,3
0021fda7e7d09657f66c218b258dd934,50013553,1
0021fda7e7d09657f66c218b258dd934,50013878,1
0021fda7e7d09657f66c218b258dd934,50016744,1
0021fda7e7d09657f66c218b258dd934,50018876,1
0021fda7e7d09657f66c218b258dd934,50019936,1
0021fda7e7d09657f66c218b258dd934,50020025,3
0021fda7e7d09657f66c218b258dd934,50020959,2
0021fda7e7d09657f66c218b258dd934,50020967,1
0021fda7e7d09657f66c218b258dd934,50021025,1
0021fda7e7d09657f66c218b258dd934,50021800,2
0021fda7e7d09657f66c218b258dd934,50022288,1
0021fda7e7d09657f66c218b258dd934,50023677,1
0021fda7e7d09657f66c218b258dd934,50024630,1
0021fda7e7d09657f66c218b258dd934,50050587,1
002228fc0ed88de51945cf886c614ad2,162104,1
002228fc0ed88de51945cf886c614ad2,213002,1
002228fc0ed88de51945cf886c614ad2,213203,1
002228fc0ed88de51945cf886c614ad2,50008064,1
002228fc0ed88de51945cf886c614ad2,50008607,1
002228fc0ed88de51945cf886c614ad2,50011991,1
002228fc0ed88de51945cf886c614ad2,50020002,1
002228fc0ed88de51945cf886c614ad2,50024945,1
00299f93a31d7fea23bcefe6bbab9373,50021756,5
003365c247470227b76c0574a4331268,121396029,1
003365c247470227b76c0574a4331268,121416025,1
003365c247470227b76c0574a4331268,121418013,1
003365c247470227b76c0574a4331268,121474010,1
003365c247470227b76c0574a4331268,127656029,1
003365c247470227b76c0574a4331268,201170901,1
003365c247470227b76c0574a4331268,201309910,1
003365c247470227b76c0574a4331268,213205,1
003365c247470227b76c0574a4331268,350202,1
003365c247470227b76c0574a4331268,350310,1
003365c247470227b76c0574a4331268,50006846,2
003365c247470227b76c0574a4331268,50012051,1
003365c247470227b76c0574a4331268,50013193,1
003365c247470227b76c0574a4331268,50013876,1
003365c247470227b76c0574a4331268,50016818,1
003365c247470227b76c0574a4331268,50016848,1
0038e3fbc7cc91099b5747d1e73059e3,121408011,2
0038e3fbc7cc91099b5747d1e73059e3,124306001,1
0038e3fbc7cc91099b5747d1e73059e3,201581601,1
0038e3fbc7cc91099b5747d1e73059e3,210211,2
0038e3fbc7cc91099b5747d1e73059e3,50000671,2
0038e3fbc7cc91099b5747d1e73059e3,50000697,1
0038e3fbc7cc91099b5747d1e73059e3,50003817,1
0038e3fbc7cc91099b5747d1e73059e3,50005050,1
0038e3fbc7cc91099b5747d1e73059e3,50006846,1
0038e3fbc7cc91099b5747d1e73059e3,50007003,2
0038e3fbc7cc91099b5747d1e73059e3,50011277,1
0038e3fbc7cc91099b5747d1e73059e3,50013228,1
0038e3fbc7cc91099b5747d1e73059e3,50018964,1
003bb296d2b0238246e1d7eacb74031c,121412004,2
003bb296d2b0238246e1d7eacb74031c,121474011,1
003bb296d2b0238246e1d7eacb74031c,121480026,1
003bb296d2b0238246e1d7eacb74031c,122324003,1
003bb296d2b0238246e1d7eacb74031c,162104,2
003bb296d2b0238246e1d7eacb74031c,201230507,1
003bb296d2b0238246e1d7eacb74031c,50008881,1
003bb296d2b0238246e1d7eacb74031c,50010158,2
003bb296d2b0238246e1d7eacb74031c,50010159,1
003bb296d2b0238246e1d7eacb74031c,50010794,1
003bb296d2b0238246e1d7eacb74031c,50010817,1
003bb296d2b0238246e1d7eacb74031c,50011739,1
003bb296d2b0238246e1d7eacb74031c,50011982,1
003bb296d2b0238246e1d7eacb74031c,50012028,1
003bb296d2b0238246e1d7eacb74031c,50016093,1
00408743f8cb98a756a5ca71dfb3f3e7,50000671,2
00408743f8cb98a756a5ca71dfb3f3e7,50011990,1
00408743f8cb98a756a5ca71dfb3f3e7,50013196,1
0045f320fc3a5e42053608662fe83efd,124392001,2
0045f320fc3a5e42053608662fe83efd,162201,1
0045f320fc3a5e42053608662fe83efd,200602001,1
0045f320fc3a5e42053608662fe83efd,350203,2
0045f320fc3a5e42053608662fe83efd,50000563,1
0045f320fc3a5e42053608662fe83efd,50002816,1
0045f320fc3a5e42053608662fe83efd,50010159,1
0045f320fc3a5e42053608662fe83efd,50010817,1
0045f320fc3a5e42053608662fe83efd,50011993,1
0045f320fc3a5e42053608662fe83efd,50012475,1
0045f320fc3a5e42053608662fe83efd,50018977,1
0045f320fc3a5e42053608662fe83efd,50024627,2
0047ed23fcf33da6447fd16f0b6649ea,120802,1
0047ed23fcf33da6447fd16f0b6649ea,121410029,1
0047ed23fcf33da6447fd16f0b6649ea,201230507,1
0047ed23fcf33da6447fd16f0b6649ea,201310704,1
0047ed23fcf33da6447fd16f0b6649ea,201395605,1
0047ed23fcf33da6447fd16f0b6649ea,213202,3
0047ed23fcf33da6447fd16f0b6649ea,50000104,1
0047ed23fcf33da6447fd16f0b6649ea,50005050,2
0047ed23fcf33da6447fd16f0b6649ea,50011411,1
0047ed23fcf33da6447fd16f0b6649ea,50011990,2
0047ed23fcf33da6447fd16f0b6649ea,50011993,1
0047ed23fcf33da6447fd16f0b6649ea,50016883,1
0047ed23fcf33da6447fd16f0b6649ea,50018994,1
0047ed23fcf33da6447fd16f0b6649ea,50019866,1
0047ed23fcf33da6447fd16f0b6649ea,50516010,1
00494ace6342610da13516b81c82b942,50010807,1
00494ace6342610da13516b81c82b942,50012010,1
00494ace6342610da13516b81c82b942,50015834,1
004a44f7f70f3b59cbfd38a842b592b9,121394007,3
004a44f7f70f3b59cbfd38a842b592b9,121396013,2
004a44f7f70f3b59cbfd38a842b592b9,121412004,1
004a44f7f70f3b59cbfd38a842b592b9,121464028,1
004a44f7f70f3b59cbfd38a842b592b9,122654005,1
004a44f7f70f3b59cbfd38a842b592b9,124732001,2
004a44f7f70f3b59cbfd38a842b592b9,150704,2
004a44f7f70f3b59cbfd38a842b592b9,150708,1
004a44f7f70f3b59cbfd38a842b592b9,162201,6
004a44f7f70f3b59cbfd38a842b592b9,162205,2
004a44f7f70f3b59cbfd38a842b592b9,162404,1
004a44f7f70f3b59cbfd38a842b592b9,201271188,1
004a44f7f70f3b59cbfd38a842b592b9,201309312,2
004a44f7f70f3b59cbfd38a842b592b9,201309706,1
004a44f7f70f3b59cbfd38a842b592b9,50000436,13
004a44f7f70f3b59cbfd38a842b592b9,50000582,1
004a44f7f70f3b59cbfd38a842b592b9,50000671,1
004a44f7f70f3b59cbfd38a842b592b9,50006533,1
004a44f7f70f3b59cbfd38a842b592b9,50006846,1
004a44f7f70f3b59cbfd38a842b592b9,50006943,2
004a44f7f70f3b59cbfd38a842b592b9,50008881,2
004a44f7f70f3b59cbfd38a842b592b9,50008898,1
004a44f7f70f3b59cbfd38a842b592b9,50009037,2
004a44f7f70f3b59cbfd38a842b592b9,50010789,1
004a44f7f70f3b59cbfd38a842b592b9,50010807,1
004a44f7f70f3b59cbfd38a842b592b9,50010850,7
004a44f7f70f3b59cbfd38a842b592b9,50011153,2
004a44f7f70f3b59cbfd38a842b592b9,50011277,1
004a44f7f70f3b59cbfd38a842b592b9,50011744,1
004a44f7f70f3b59cbfd38a842b592b9,50011982,1
004a44f7f70f3b59cbfd38a842b592b9,50012010,2
004a44f7f70f3b59cbfd38a842b592b9,50012032,1
004a44f7f70f3b59cbfd38a842b592b9,50012042,2
004a44f7f70f3b59cbfd38a842b592b9,50012075,1
004a44f7f70f3b59cbfd38a842b592b9,50013869,1
004a44f7f70f3b59cbfd38a842b592b9,50014238,4
004a44f7f70f3b59cbfd38a842b592b9,50025801,1
004a44f7f70f3b59cbfd38a842b592b9,50025919,1
004a44f7f70f3b59cbfd38a842b592b9,50025922,2
004d26d3f749228c3bffdf7bfc112726,125238005,1
004d26d3f749228c3bffdf7bfc112726,50012032,1
004d26d3f749228c3bffdf7bfc112726,50050710,1
004e2a02bfbceae73b74f32005fb42aa,121474010,2
004e2a02bfbceae73b74f32005fb42aa,122734002,1
004e2a02bfbceae73b74f32005fb42aa,125074008,1
004e2a02bfbceae73b74f32005fb42aa,162104,2
004e2a02bfbceae73b74f32005fb42aa,201247207,1
004e2a02bfbceae73b74f32005fb42aa,201312704,1
004e2a02bfbceae73b74f32005fb42aa,201799002,1
004e2a02bfbceae73b74f32005fb42aa,50000671,1
004e2a02bfbceae73b74f32005fb42aa,50003276,1
004e2a02bfbceae73b74f32005fb42aa,50005002,1
004e2a02bfbceae73b74f32005fb42aa,50008881,1
004e2a02bfbceae73b74f32005fb42aa,50009205,1
004e2a02bfbceae73b74f32005fb42aa,50010796,1
004e2a02bfbceae73b74f32005fb42aa,50011978,2
004e2a02bfbceae73b74f32005fb42aa,50011993,8
004e2a02bfbceae73b74f32005fb42aa,50012010,1
004e2a02bfbceae73b74f32005fb42aa,50012019,2
004e2a02bfbceae73b74f32005fb42aa,50013194,8
004e2a02bfbceae73b74f32005fb42aa,50013868,3
004e2a02bfbceae73b74f32005fb42aa,50018410,4
004e2a02bfbceae73b74f32005fb42aa,50023326,4
004ed97d5bb54bf050fed3c79297416a,111219,2
004ed97d5bb54bf050fed3c79297416a,121386011,1
004ed97d5bb54bf050fed3c79297416a,121386023,2
004ed97d5bb54bf050fed3c79297416a,121392015,1
004ed97d5bb54bf050fed3c79297416a,121396029,3
004ed97d5bb54bf050fed3c79297416a,121412004,1
004ed97d5bb54bf050fed3c79297416a,121412033,1
004ed97d5bb54bf050fed3c79297416a,121460005,1
004ed97d5bb54bf050fed3c79297416a,121474011,5
004ed97d5bb54bf050fed3c79297416a,123296003,2
004ed97d5bb54bf050fed3c79297416a,126248001,1
004ed97d5bb54bf050fed3c79297416a,126788001,1
004ed97d5bb54bf050fed3c79297416a,162103,1
004ed97d5bb54bf050fed3c79297416a,162104,2
004ed97d5bb54bf050fed3c79297416a,162205,1
004ed97d5bb54bf050fed3c79297416a,201171302,1
004ed97d5bb54bf050fed3c79297416a,201310801,1
004ed97d5bb54bf050fed3c79297416a,201395605,1
004ed97d5bb54bf050fed3c79297416a,201581901,1
004ed97d5bb54bf050fed3c79297416a,213203,2
004ed97d5bb54bf050fed3c79297416a,213205,3
004ed97d5bb54bf050fed3c79297416a,350203,1
004ed97d5bb54bf050fed3c79297416a,50000697,1
004ed97d5bb54bf050fed3c79297416a,50002816,1
004ed97d5bb54bf050fed3c79297416a,50005050,1
004ed97d5bb54bf050fed3c79297416a,50006865,1
004ed97d5bb54bf050fed3c79297416a,50009859,1
004ed97d5bb54bf050fed3c79297416a,50010789,1
004ed97d5bb54bf050fed3c79297416a,50010797,2
004ed97d5bb54bf050fed3c79297416a,50010803,1
004ed97d5bb54bf050fed3c79297416a,50010807,2
004ed97d5bb54bf050fed3c79297416a,50010815,1
004ed97d5bb54bf050fed3c79297416a,50011980,1
004ed97d5bb54bf050fed3c79297416a,50011982,3
004ed97d5bb54bf050fed3c79297416a,50011990,1
004ed97d5bb54bf050fed3c79297416a,50011993,2
004ed97d5bb54bf050fed3c79297416a,50012027,1
004ed97d5bb54bf050fed3c79297416a,50012043,1
004ed97d5bb54bf050fed3c79297416a,50012410,1
004ed97d5bb54bf050fed3c79297416a,50013865,2
004ed97d5bb54bf050fed3c79297416a,50013875,1
004ed97d5bb54bf050fed3c79297416a,50013878,1
004ed97d5bb54bf050fed3c79297416a,50018977,1
004ed97d5bb54bf050fed3c79297416a,50022677,1
004ed97d5bb54bf050fed3c79297416a,50023753,5
004ed996e603c89141b5dbe4bb7dc6c3,121478012,1
004ed996e603c89141b5dbe4bb7dc6c3,213202,1
004ed996e603c89141b5dbe4bb7dc6c3,213203,1
004ed996e603c89141b5dbe4bb7dc6c3,350407,1
004ed996e603c89141b5dbe4bb7dc6c3,50010535,1
004ed996e603c89141b5dbe4bb7dc6c3,50012327,1
004ed996e603c89141b5dbe4bb7dc6c3,50016845,1
0055a00a86595818519255c9ac835ee5,122354006,1
0055a00a86595818519255c9ac835ee5,50012478,2
005e2c2faa5267a7addb0258db01ccf8,124466012,1
005e2c2faa5267a7addb0258db01ccf8,124712018,1
005e2c2faa5267a7addb0258db01ccf8,126470002,1
005e2c2faa5267a7addb0258db01ccf8,201309910,1
005e2c2faa5267a7addb0258db01ccf8,215903,1
005e2c2faa5267a7addb0258db01ccf8,50000436,1
005e2c2faa5267a7addb0258db01ccf8,50020395,1
005f0e34995c51b63fee253fe753d6e5,121412004,3
005f0e34995c51b63fee253fe753d6e5,123216004,1
005f0e34995c51b63fee253fe753d6e5,140701,1
005f0e34995c51b63fee253fe753d6e5,162104,5
005f0e34995c51b63fee253fe753d6e5,162116,1
005f0e34995c51b63fee253fe753d6e5,1629,1
005f0e34995c51b63fee253fe753d6e5,201775802,1
005f0e34995c51b63fee253fe753d6e5,201799801,1
005f0e34995c51b63fee253fe753d6e5,50000671,5
005f0e34995c51b63fee253fe753d6e5,50008897,7
005f0e34995c51b63fee253fe753d6e5,50010513,1
005f0e34995c51b63fee253fe753d6e5,50010790,1
005f0e34995c51b63fee253fe753d6e5,50010850,12
005f0e34995c51b63fee253fe753d6e5,50011277,1
005f0e34995c51b63fee253fe753d6e5,50012165,1
005f0e34995c51b63fee253fe753d6e5,50012598,2
005f0e34995c51b63fee253fe753d6e5,50012772,1
00645dfbfd3e7c6b3674d427d6452209,121410029,1
00645dfbfd3e7c6b3674d427d6452209,121470021,1
00645dfbfd3e7c6b3674d427d6452209,122350001,1
00645dfbfd3e7c6b3674d427d6452209,122366003,1
00645dfbfd3e7c6b3674d427d6452209,213203,1
00645dfbfd3e7c6b3674d427d6452209,302910,1
00645dfbfd3e7c6b3674d427d6452209,3035,3
00645dfbfd3e7c6b3674d427d6452209,350201,1
00645dfbfd3e7c6b3674d427d6452209,350203,1
00645dfbfd3e7c6b3674d427d6452209,50000697,2
00645dfbfd3e7c6b3674d427d6452209,50002893,1
00645dfbfd3e7c6b3674d427d6452209,50003854,12
00645dfbfd3e7c6b3674d427d6452209,50004407,1
00645dfbfd3e7c6b3674d427d6452209,50005002,1
00645dfbfd3e7c6b3674d427d6452209,50006076,1
00645dfbfd3e7c6b3674d427d6452209,50009211,1
00645dfbfd3e7c6b3674d427d6452209,50010796,1
00645dfbfd3e7c6b3674d427d6452209,50010850,1
00645dfbfd3e7c6b3674d427d6452209,50011157,2
00645dfbfd3e7c6b3674d427d6452209,50012781,1
00645dfbfd3e7c6b3674d427d6452209,50013334,1
00645dfbfd3e7c6b3674d427d6452209,50013961,1
00645dfbfd3e7c6b3674d427d6452209,50014008,1
00645dfbfd3e7c6b3674d427d6452209,50018964,1
00645dfbfd3e7c6b3674d427d6452209,50018974,1
00645dfbfd3e7c6b3674d427d6452209,50018982,1
00645dfbfd3e7c6b3674d427d6452209,50018987,1
00645dfbfd3e7c6b3674d427d6452209,50496004,1
0066da5ef10816b642006a5ce208f4dc,121396029,1
0066da5ef10816b642006a5ce208f4dc,1623,1
0066da5ef10816b642006a5ce208f4dc,50009866,1
0066da5ef10816b642006a5ce208f4dc,50012960,1
006d9a3c4c21d8bd4b8c74ccf296cdbc,121410029,1
006d9a3c4c21d8bd4b8c74ccf296cdbc,121452004,1
006d9a3c4c21d8bd4b8c74ccf296cdbc,50000436,1
006d9a3c4c21d8bd4b8c74ccf296cdbc,50012906,1
006d9a3c4c21d8bd4b8c74ccf296cdbc,50023753,1
006e3f47cef55315ce835614396a757a,50000697,1
006e3f47cef55315ce835614396a757a,50009032,5
006e3f47cef55315ce835614396a757a,50015000,16
0072afde7da1a8f8278cfcc4a1e8fb8e,127682028,4
0072afde7da1a8f8278cfcc4a1e8fb8e,201310704,1
0072afde7da1a8f8278cfcc4a1e8fb8e,50005774,1
0072afde7da1a8f8278cfcc4a1e8fb8e,50010513,6
0072afde7da1a8f8278cfcc4a1e8fb8e,50011993,7
0072afde7da1a8f8278cfcc4a1e8fb8e,50012051,4
