item_id,item_popularity
08cd81dbd44fb392223f48d36b0e5b13,130
1b503339b9b1cc9e95cf9a6f63c620dc,130
13b394ebd4013924a0d7490421a1d78a,130
ae363c7896c7ef19fa412c77c71de0ab,130
8a3d665e69153f4b1af62da248a58bca,130
d843e8e791940bdaac57696d176bdebb,130
a1de5be3a1e9d6774bd75ffcedf288c3,129
836d0410429b7d54172f03c51b050756,129
6bb7f8b614b03d8dea6bbc6c9484c28c,129
98120cf2aeb4e4ba7021052a6da225da,129
02fdaac37663d7e4bc642eb44b185bf3,129
1b96629c27458dc589dd69ea1574dc5e,128
085ab7ae85b67bd165f7eb68dc73c7e1,128
225919d59a45417fa1c30517db49bdc8,128
c12dfc5680589620309856e44225449a,128
ff679820cc9216ac2d1df9478980684d,128
37ce04aecc2409d6bd48debd8286debe,128
348fc53079435f41d48b217457a89f44,128
dd3001cc8b75796e5059f383f8671aea,128
4ca4d2d20e6d586b4d0fd98092e86f2c,128
d43c181a6bf4ce722ddb9368cecbc548,128
a876376af0dfde5bd35060c1231c2ff7,127
5bdb10b1227e59f369140950d9693e23,127
c55b52e550a12933ce0f18e406379b75,126
3209a1ab04a9855c02c24455174fcb6d,125
b0d938c9addf8276de7e5b987da21883,125
34450c8cf608475db27c8c156dee9f37,124
d8100349e114dcc9d0cfb19ffcb4a48d,124
f4a34c9fde386fd1125cd53d8efc129e,123
b788fc2c7646526176edf702e205471f,122
96fa1b5445798cf21263844d60d1c4ff,122
97f4f9d1bace2110f46b34646cbfc3d0,121
0eb10c87651c999c066490771dbb7cdf,121
5d1a83911bf9316f9e9691d037e1610f,120
b3d9e061e5834143fabaf9b47a94654b,120
f9a557758b29f9b26d01e7104e7f7f39,118
7188da92dc697c5c28127eb4e7f93402,115
d88f44954563d1c23c83c3e8e28d0e7e,114
ea57d8e0986dec6c8139cf8c8ae4d242,114
a99d51a11ab067717f01d5a82f5a4135,113
d8d57c0099dd4cb60cf1c4dce8bb9bfc,113
f2908667022400f1c28e3e33e1671a25,112
eb465bc710c6acd1009e31e7eb822b88,112
021db0cc826b98d47e0b38ea655d52b4,111
c58bf2db855507f24aa7e831a7a5aa81,111
9adef62eb59d0552085305e783754319,109
f560496e33bd63f275ee93b35e6ac37e,109
a0b0510ec8b02b9800513382016a9af1,108
b07838740f8d53a3d1aa70a9d9207fd2,108
73e9497a4714845d4431ebf416d98c86,107
3062485273561f16ba438eb2f62106d1,105
d7009fdea93666810e43792ded80f851,104
546787cd6409cd631abdc439f50e6990,101
6454077ff73b26e3001a094b762e9067,101
c52e0ff266059db0566817f0ef7de3f9,101
a31531b8da3c2b9df89cd317d4d930d5,100
7ea46a697f62b23cd63b44ba0d4edc89,100
07e7d8f799e09d4bd199c2469c486094,97
3c247f7f7df37c1b5ffe1c8feb7b50af,96
d312ff2605d13cf4fd73e0888791d506,96
5ea2014ac5750d307753487787876db2,95
da0f1822213303a3c9efc99286814d18,92
88a78e786244c186d380007aa61ddf7d,91
3fc0ad7884766acb04f5d91a489983e1,90
fb730b8809eeec8eed6ae1a4e3dd38e5,90
cbd5aaee375c6e5440c672f34d4f58cd,90
80b40f3a1371eecc32cd2a78bc6177fd,89
51507d15cca87bac45943dc3555f5c0a,88
3a94ffb62e60eeaa2aacaeafefc707c5,88
93fc7b54582920f99e2e2eac798442ac,88
0cf64df0e9f0aaa6753ea5548507deb1,87
d33156690cee769599ed9d90b8150872,87
478f14bd8eb22237d691da3b0c21cd6a,86
df964db8fab78eb9fce3353539288bee,85
1b843605000ef17daae90c2e8c7e4ad8,85
545a3d4e6c13d3da288b03ca26e13059,85
776e1706ef21c9745a2b9f23e7be8e74,83
8d3dcbe8deefc1f8cf5f20d7066c1cf5,83
6ed28914822cec9779943016cfccd32b,83
3c44eae284f3f1d9b584740459db9bab,83
e33dfc363542fa04dca24d53e09b3962,83
300f588bfecb47c9ce7ec1a2f88f3ee8,82
b7fbc5da4887eb65a85d513e09319c21,82
52826799aeefe95082b3ccad41c4d6eb,82
9933c639c64b5c9eec1ab5b7e2551879,82
78defff7dcd178ee7ffa0314a00b5cea,82
a60f791fca186c167df85d7107c470ae,82
2d981f1cd5e4edf42c18e647fe4ccc1a,82
e097b48d6d80bc6eaa877f58db557a1a,82
4d03f6bb91b81293ac486d8847a530a3,82
b9ff955b8e6f30d719ab391d7dadaeef,82
ef501d5a8b619831b7ac476d7e7c7ff0,82
60097ae8dcb80cbc695245a30a5c9a30,82
6efbf8619667ef4653e1877f4687789a,82
28419ca313e0acbea50c3cdada5ac802,82
737c6fa09207c33f196f4783c230739c,82
38c7c8e6c2a5f4f1b48aed054fb393e3,82
1eee783e98ac214bf3d2fe94c3c970cb,81
1164be1d9f593351a6eb6c00a8e92747,81
2a0d06f49d14f330d1f64ebde3a75f96,81
2069815d810b330357b38b21aedd5481,81
e4b688349d871c0a31ed7441d811f025,80
c8bfc36845c2ae17aac74dbea614456f,80
9bdb2f5f053bb92bc1d01eb7f9f22ff3,79
2b6f2f6fc702638f07f54049b181b3cc,79
6b09238f38d6d04b92874cb4d9238d67,79
b14d3be767809836c8cf0bff3b80bc2d,79
5401b2f0637d724ae9b77b30f3e49bc3,79
cf9169ff634975631bc348865797512d,79
42c704c7af46cd16854d6873826e4c65,79
7892d7e17d1fa19ec36d210fce299e7d,79
e5ab9958e9a637d1acb1e0e8184b1a1a,79
1f72f5aa28951b264232f7bbf997a375,78
769bd7fa1529dfbe1d6e610b4c03bfbe,78
6d3fce1c391a8fa14f01d0edf0100e01,78
16570cf792ae556c7b6fff47efac1d95,78
c9fcc21c63e2db6b63e32762549ac1b1,78
826f65ad984bffc665859821437b4190,78
1b5a6d48e7dd0a0b91492237a014ab8c,78
d8c92a8a93dd4d07e6c5a67bf1a72d96,78
9c9ab5daebf6170c90ab79610b11ae73,77
5aadd3ccf2b7b720d27f35b448c66f53,77
e103a6054912f20b5c8103244f19553f,77
c5ed5a584fa166f6c1779b1c34a979f9,76
a0fceaa55284a0da7b02383fce4e8d93,76
742db16229418a8d9a73d87de9168676,76
90d0364fff33bc2ee168a13805670b1d,76
b3a1622d1f3b13b536b42725a559758b,76
ff87aedfcdb520a358bea54d30af6070,76
e18a8899601a9405b969acd74f0a3635,76
5f68174e105ed4760d75834a626c1d61,76
6abef35cffda462b479857f1ad69ac1e,76
92c02090ebaffe1264adc5621a2fbde8,76
148be94bf29879031ca7fec4e5cf8c04,76
98ca260f4085d06032841a09fa86c028,76
948a4dbb3ad4d77f57bbc756e21e7939,76
65e64dd2195186daca999d47c6735725,76
132de0805375a90112144930c551c5b9,76
021bc3b25984d1686114cd0fd0c79d62,76
ad75485ab6439e7e8ca424de623cffbf,76
b0f89b482e74fba4ca2cfa97a2d18896,76
87f82604519b9c0f1b161eb803c42e64,76
55b9ae7523c7c22f46f9346519578de8,76
6241f62ffa2dcc3cc9222bc603e1b689,76
388da03adb4c26866119adfc9f749a67,76
284e123ea1ffce5bd5c28567fe5ace05,76
fa319772207b4be3388dfcbf41106021,76
d78dcc6a859c513dcd286dd1193f5227,75
9367bde8995325c61dad700f7ffce875,75
3fd7476f33784ac42480856a464bc82e,75
7b4600d0e928ca8db2f44292ed75d16a,75
4ccb232dff1d83185e6cc6d1422573dc,75
d82c507a7727c52660f2ea979e5d4c8d,75
463f39936eb0e0b7872f21e90a7c506f,75
a4362eecbdf4f7254e26ad68b93601b5,75
8d8888dcec62f60a663002b6722a57f9,74
e6457b53e24ae7bd6739a91f07ff7ddd,74
9ab3f40a705ab06615ce91578bf3739f,74
bf881d7848da10721f44f6312b874d09,74
1e55c7e685dbd20ed6b0b8a2dfe9809d,74
6ee364c65c7b417fb9e71078e7ae981f,74
0110fed536935cd43c3296f8611a29eb,74
db96a40566ab78edd3f3e4fc2c191d86,74
b82f928b99c0c86ac9c04a3d010a5547,74
52d5bb0e970b2eaffbbbfd768ccda9a6,74
047a14898a3c89cf7926f740c3c591c7,74
591af8785754c7b031c7cc7ba8f61fac,74
1cd1a7cb4462a9552c9c59692af671c8,74
ce4ae7a24556592ec4f47f120ebf5f5c,73
d16496e465be42b1eac6115e2bfcb72f,73
f133a3e4170fc46fed1f15cf3d23de14,73
adc0fe31ef62278197f925ff14d66462,73
d850e978af805a15feb08992d1fffc2f,73
ad344c2f5a77e2023824c87cd729cbc2,73
1869285fb15f1a12ff090bb69a49b64a,73
3c29045c3399bdb5244f350960027c75,73
d5af2577ed1047bf2a61ae69ab9267bf,73
3baddc71649b20fb159af8d3d5b4bef9,73
d7c7103d957269730c00f2b9de7d77b9,73
7816a588e1586ed796adfa24891a2f5c,72
6e591ffc8a1f431f18225546f694af17,72
d48fae7c05548751441b563ae3c0c9a0,72
988374ce5bb6c0aae669e8a459a8d994,72
e42fee429ed8338c90032f255db6d99a,72
957859235d053892240ae52389eef608,72
2b1567169146cd49bea7581e0d75b968,72
70d20aded21fb54a4dee5f00b04bcfff,72
793c756b62d5727b6e1cb2c737ff7286,72
2685e547b76c631405048aa718a5687f,72
9cadb75a70124581aa4f1603a215c1cb,72
23f91d66c48af0207cf93cbdb90cb7c1,72
2e92e513a99600b38d727ac73c24a30b,71
89d50915e98562088dfefca6edba7f23,71
1f754c4c18ff1e64f26a372af23fede0,71
c2fc78fa5ac43ba2bac5340ebc82dc60,71
8d55b042e57923c6c37634c43f6b5fa0,71
c762511568182efe380116c7c39b36eb,71
7567c2dad81f8b33bfaede5d2424e23b,71
bbdd894c7508d99fcd58714c3abd3544,71
4390abeac2c0d8c19be855a962a958e0,71
211802b9862c6fbab9eb5c23bdb2da04,71
b4b996e82a350dc6cca2c3c5d23c03be,71
084e3842d3725f28eebfaefa207b286f,71
1d92b88c783cd68788b23633828bc355,71
097a9576d0bc629a231cef69cdbc9c53,71
f19a263a7886239e880294eb3d29bad3,71
7491142574d8b4b590eb409b55b5984c,71
cdf177ea00efd9ca536f81152280f693,71
354b0749ba705869f448c63b205fbf22,71
792e9b4abd894a67c33420dd93a0b2ec,70
425392832cc769f7eb72a27127059f64,70
c13f50d2451915af2d30c6685c680c22,70
0e28d78588604ad3f23a65aa6aab7fe7,70
f6e1e1543a283a19c2df956366ef3d4d,69
23803397f3ae28c5baa95571df41753c,69
999714dd73ec55350f8e55db9ff1a00a,69
09f92b1b3bcf89d43bfc064d41f16d24,69
784f6020cfe44d17a3442f1b57a4cd77,69
0b6023074984d0167349ea06b4647d00,68
0d0689a06be32dbf730ede4bea01d516,68
4d85d39b75c3aa8ccdb1f895f5a3f6a2,68
b64ac678fa73310741be7afb79df161c,68
bd9bbab1b937bb07b9bddaf568d90834,68
881e983c93a24a51f4d46f6a50394cbb,68
610cd54f2cc6e9e32bc5db66f15ecc45,67
efc275db1dc1830a135e051a082fe587,67
d534be97d2b2fce1290b871b346544b1,67
1d0e69c90282168f0c9c2cd1c603218c,67
6ecabc68cc34a3a0de604f3f9161ee19,67
ca30c3e88d3b7744993b26ed27d4cd78,67
e3fd7b8532d3a8dbd08b0fb8c9ffea3d,67
0baa470066828d4e43133151e42ddbc2,67
794c3fa4c44b403e8802897cdeaec86a,67
9a3d873f29afff07e4dad912f5b09124,66
4626976f1e5a5545f4085cdb184b906f,66
04b83bde64713830bf8f90e6df6f60d3,66
b8dafac1ea8cd93b02718d14a041b960,66
2848ecfeea6febedbb0efd4310cea0fb,66
2ac21ee63bc238fe6e0bf22f1fbe5268,66
eb533965860b6d0f9b510bf0b264946c,66
3f827f81b3188d9a1b7fd3ef7b8ad333,66
f203637b019ccec3c1bcae0f8df85f7e,66
497f80aece2fd3f28f33228858f5e1fe,66
3f88980688d647e390e205cad8020c91,65
7f5bde9a103159946ab0607587d618f8,65
ea70560d7b2f3a1ae598195f60608322,65
617909451fbc23e480a5489ee63b199b,65
010cca7891ce10cb274fa4703a36c5ca,64
0fdc8abaa74fd33e876595be7944468a,64
fe333ee22e58f90e0516d56ef2b64d7f,64
e4f0ed3164001d06320df2ce62ba9228,64
b3dc1ec3d27c738db4b7b13a5e7577e2,64
a0e95994abb4b876f0e229cd64eef700,64
9ad21eaf9685e44ac11f72f220f0d6c2,64
a1a2593d36e866e1cc8129039f9a84ca,64
4d6c748db2b0d26fa5b2ffb27b91f777,64
7d438e2833bb607f90e91ac149fe93cc,64
44c931fa95caa4783969e3099b90e6d5,64
ab34714b8d76b7f057b8d369e3eb5d94,64
9091ddd9a9ca874f8bb545eac5528a9b,64
e81c0683d2c881f7b83be98afd153a34,64
515b85055d52873922924e498c66be71,64
75b91586b82686df28ab18cd312ce1e6,64
f32a33b6d782d45b2cff6b46438cde72,64
55cebed81b3d834c38e2b87df2e3cb9d,64
502f0202355c8522f89e665d03bff344,64
f77c5f531f3cf9a5e9b2bd4c6291ce12,64
1b07dce1a5496aefbbc93f796e7fdba7,64
aeae940d3a6bb293c6259b66e4537a04,64
e0e270fabfd8e83944d6776916406368,64
b9f7a6666450318589706f1be7efebd9,64
01206a898d35f3a2314c9c2140db1b0d,64
8f3be791eb893e197a099384d02615e5,64
27c9e6333df852eb23314fa76d3b969b,64
23c2a5a744550c766add72b9c3fc8d83,64
c45656bbc0302a31e81da0c91bde8e70,64
e2a184c63f30aba1970aa61ab4abc6ee,63
f6d2f2b47e731cc23861f467dd74381c,63
7c11b6d6a5583dc0c5bff3cc27d7b8ec,63
aefc1eaa321f927b94f09d372f06bbb0,63
8829006b007073f1d2c729d457a776e9,63
4163a19705602c8a65fa7b0234802b38,63
823d857dee06da95ccb1502f8a9a7ece,63
15dd31b3a0dda25f833b014a82ed54e3,63
396466016c354e8be6f4e3c229d35731,63
c85523b43c88b1b21888e120346130a3,63
5506432cf83b280a6ab058cb9c80f0f4,63
998e7a01fa6c638eef84aaeb3c9b2dd4,63
6cc2f1a766b34324ddb03fcf39fd7c0b,63
a7708bce309e54fe2390d75f5c374f7d,63
42d8428dda83eeb8b5b11483709a0706,63
99f8278c8f3313b7080b419ad1097553,63
839a775e3a10577ce6bbcdddc3cfdc47,63
8e08c29759764eeab0f2dd0924cc4de2,63
2d7d61f7a5e144550c7f7cdac972624a,63
796bea01b6d628e44500f45bf1210eb4,63
94a45397dee7f9b7811cf8ddc502ca06,63
350630eee0ebdc6a9bf8b7849d3f2585,63
e75f37eab8552821bda876df57249120,63
36bde42790d0f06aabe1e9afa95b360a,63
76c5a98aeac24e60345da76cebc13c43,63
29b7a46a17e4f26a4f60989e253e4280,63
b75179e84c42c787727cd1818ee031b7,63
0906efc810b2715069c729a45abbbd9d,63
c91d407e865ea3808358baa1439017bb,63
f060e7396334d172dc43d622b4e7d8cf,63
4978ba0914c6685e74358bf59afd60e0,62
6b89037a6ac9d15eaffa8a5bbe7e9e84,62
e1e1e4399ef7316474bcbed32c76f5b2,62
5ba340d1a0856ed147a3c2bb55232000,62
a99973e3f339136b28bdeb81bc486923,62
4e5826de354e6fe96b355042e5a4bd91,62
be0504be2e417fb79c6b334e0e766529,62
65d0edb05443d2fd840935ecb3caaec3,62
0bae85a9f33457327c0503676443b243,62
5c53767b6fdcd47d397daab5c5b82228,62
d803efd1a87eb3f16dbdb70ecfa5b0d4,62
3e823fe6b866542e89e92c5f4dbb4a53,62
5bdb0a55ecd3a52156c2d6a32512caab,62
3d0ca374d1a0523f50297b41e9d9a78e,62
ac63dcbbc2c0461c03e26da4582afce5,62
3eb5a3920027e16ba4bf473a676797c4,62
893e71006ad0e68b733954c8aa9edab9,62
863127bafc58de0d984ef8fb69e01762,62
8e233801005a400f7313bc3cbebc9e57,62
6df4408ba89802022771b41778548da3,62
a0e660afe76ab1f8cd47ff58c05b9268,61
e61458afa988448a4166d8178534aecc,61
269b3769131b41cac0f09cb1a921dfb3,61
06e80581c797dea5f5e3defa6571d82a,61
0476ebf87b85a3c2b7871b1a3efd24bf,61
e7f93807e078edf1fe465cacb2708850,61
dd3eb9f29d8afbcfc1eaa5420b241e1d,61
c8b87c1b32e124189a96efad2e02884d,61
a4cf2e7d4f8582ead30146ed73d31abc,60
cddd869b96fc2701fa0945bd5120ba58,60
03399416c3ab1b977ca61e1c02863e20,60
9f2f4b49a638a3272cf08c586a078510,60
d185a72d77405221a64f2e27a16c107d,60
83fa80933399e659a035330177e864ed,60
c125a10e9d280c4ce442a1ce1c82f5a5,60
92e7389d651c6fdaa9c604a52f008010,60
4860cd00b03967e7cd0814b0e32bc41a,60
336c7950b4125d18f5beef50df2ff5e8,60
f0ac5c218d231d8dbb594574bec00e1f,60
10bf043cb7b7849db3bbb35da5a040d5,60
3f39d64e8f079a963cbbcaa446633723,60
acc78897e0dd6040d180b1c0f42e9a1d,60
e891468588595ee22dcf9f79dce76a9e,60
8c79b342e1b425b61bafafc6af9921ef,60
c706fa86bd0e8e4ece594a8b61567419,59
ab68d4645a4af88e6355d0963e3373f5,59
eabf6bf8c166781755577c9a8e5795b9,59
6cbbeaf6968314b82070a8bc3f17fe90,59
a6491dacf36ce14f6d1b5a324c060c66,59
a3526410b3f3eca1c50ede90dc4aae35,59
8f0a0882b30da40d70a4d39e0a218217,59
62566365752e80388661370cf447c091,59
931b97efdc00c62a0543362a923041c3,59
3b2129bd8a7b33533f40a736012d31c7,59
ea4f84fc9a90b2d0c6efb60e98a3301f,59
fe5a4711eef092ba78e1cce4371373e0,59
0519ac65ce351c9bb42ffc3de40347c6,59
27dd335309e68ba0302999dde8db46f1,59
2380bf74f641d726c3498da01ce22091,59
550167d29ce16c2cd26e3a029fe07f2c,59
00f6b4541bdedea2c60a357a8096036e,59
7386f6ad762300d5dd7eeb7ebdeaec9d,59
7231ba3bdd868e9aedd69d31f9f9f9bd,59
e97b307e592b7d6a40844dcb126389a9,59
29a43655238ad61865a68d93e756a722,59
18187b2f816a38472893a08d2993550e,59
1771aff141fec7ffe13912ccd203fcbd,59
5bbf7847f79a4326874ff662f7f9f374,59
8e4f80ec4e5937eedd5d647ce81e5a61,59
b01a5cb7d96050325a82278ca803ee9c,59
2414fc0d9c2c81160803853cd322ddb2,59
f04c29392fdb3db498b8acbe1e6b385a,59
af5416c18b03a226fe0fd835b554eb29,59
b8cbd4eb3cd9496e1cb27f45fe199505,59
edfa574e998df915f52b4a19229d49b6,59
309da074eb755c6e1c45e619c962b370,59
403b1378e4791e7a44b80fac918c4f31,59
414cdb7a56460ca23a3fab938fa0c771,59
00a04d2e7674c1dbf8de4f4b2c8abe2d,59
413060da1ef1ecd856943078b8861042,59
3629354c616383ace7b18d4e00f9c200,59
fd1692a4e2a4434359856211f2399274,59
27bd61c27fe1d2dfcdf1653512dea510,59
54c9dee5105d14a82212d318393acbb1,59
ce1bdbdbdac4e349bc3f52743f7bcf3d,59
e4cc73a21da0e586b69bfab1e31f25fb,59
f7c227f715b88088d41726b145481763,59
f4bc08355e33f875e6087b8b1e377165,59
564f42be3d8194b612029ec8cc9ff2c8,59
7350ed21155e90ca312708d547852a47,59
fe3e3079523c38ffe6478183fa6b3158,59
5dd650ddd7ee883e0ef2ea1a081827bd,59
ff0b2770955d0629d5e93fae61d42945,59
44664099c8d9de0bd6f54bb106349947,59
002575d7c6a59ea2d88d51b4523df7e3,59
2ed34c053b0cb9d02c646f901db71266,59
6441a3a5eb19e74a7ddda71c93c0a3f8,59
64fdaa3c81f148bc72b2b467d01b6d00,59
2bde816c61e919923ba7de44ffe910e9,59
b6965f0bca21e5cbba8bc8e10de5a35d,59
6313ea6e62eb3a18bf6e0a1e7a176d12,59
233f6a9b49879478c4274658407b9a53,59
cc2491e55a87fd096d4432e7be067d58,59
6ff3901df5eac74f1264bcf58c83e42c,59
76175f73a555b69bf985c52ac0ec2ecc,59
e6f05e0f7f498830f3481e9b75a68fad,59
b7b90d5dd2289a26360f257ca799b9b9,59
3a8a24ded288ddcec663596d16a786f7,59
e3ed018f6f65057dfa10137482447388,59
db96a45991b698ca5d03796d9d13c75d,59
2893750429f778e98c0449648343dcda,59
0bdd997e1f3ce0fb0c700de96f0ef2d1,59
67229aec56ba1f48a0cb3aa928674587,59
5877e8d457fa98feef24bade4c678c62,59
4892975aa91a23b65b0ce4053aead523,59
5dfa89217d789068a8e93d5f3d8189ab,59
f67ce064a417a6031e0738ba932211c8,59
537347338004709d64b484e36dbc245a,59
646a85d62cbd21711965866777951a2a,59
5d8483a97c514e5b8511cb594b1f318b,59
ef8edc842ac976846aaa691eed3b6f07,59
cdecb886ccad7019f9d21ddfe21a2754,59
d8141d9f800f8f0517697f10c1f70f5f,59
48feb8521700de9a3e9e9ca8259c9a92,59
e80151a14bda455065743fe2ce9da1e9,59
9f4c17d2d0eec17fb0c1153ed639ad29,59
d26eeacf613441d9aae1e3528fd6b562,59
721ba562d7b7baba33751628454dfed6,59
ae18fba7a1aed0f7a59405d7b4d3c77c,59
0c253f79e5a9d783884fcde71ed27177,59
0e653793352e9a4a2a785119c91dc7c9,59
007c7539b47d410d83dff781c965bb5a,59
46bafaf6716acd9215503bf83bb5bd94,59
436f22d66d9435b3bfcba200ad6b772f,59
aa77abae717420029ad26ccac49f9b02,59
307dde03c296094beb7ec8f166fd6633,59
ab2d482251965442194dffd47622a092,59
d812c51692d768671a93b0d4cd0be2cd,59
0090d922ddb7781a7c11ca6bb00f1e5a,59
7a26d2be3494b1b10f77e76e8002610f,59
5893e47a37cae6c60b7493042c803f62,59
6e5a82b7a953285c6cc4716e2115f229,59
c43b552b8d2bc61c98c43cd4bb7a6267,59
0cfe4ffc8d02d6cafc65747ea9104b22,59
743b8db97e4696f73a8509071a1f2aaa,59
bed8652eec53fa749df864ff92ec7039,59
62d206b7f790b172120a2bef0c9b6bc1,59
f6a526a103c8412e14b7a6e052901f81,59
da3c2b479531e8cf2de53bd8c9ee61c5,59
4fb823f6d3e86d691a71d02745cf4a5a,59
76461e4191af1d26d9e0591992395e21,59
daca5ca1391eb9ddef2f8790cc392223,59
4eee5956e1f6efb77e0939dda6bb3ace,59
4c715683d8d0916f2584b6f8a1f5d126,59
f3cc9d7f88df160b2d8b9f816497f057,59
cecd587aec1c3016d188b49ee5bfb3a6,59
5425701eaf7fb00c8e0765346c6b1d4a,59
63f5391dd7f362fe138cdbe1ee60fabb,59
80a3d21a252baf78448245e143e3d2ac,59
b7961a0e33c29dddba19c37794c3cc3e,59
e9762f9394a01821478ee69b3b13f973,59
85f214b6e6744cde7d92e980b9c082aa,59
baddcca8035d4af0acebbe5ef1fee27c,59
c00f8e07a597f00959bb92d45e031866,59
7fcb76573bdb50983be5b074afd21759,59
4118f957da293f937c13ef119b1d2b25,59
ec02f4961eb4b1c2f9cdb25a0e937748,59
c025626754318aae4c1c9cfb6debd058,59
832e3f3a6a39e6fc79a0cc53265ed42f,59
d5c613f9b2cd2cf4edc4bd6815c6fd62,59
3fe073461b4c925f0b4917acc4ed2dca,59
5e904d9916a3344c3481fa11862e810f,59
45eda8cec7a35427c18ce66b42f026af,59
bc5ebc89fdb45aee784ce312ce27e1ed,59
c87a953ac54227c1b6c83471ba5d121c,59
dd765402470968615bcb82081ca79fd6,59
a2ee36ea91360b94528566c8c9760520,59
e3f5f57a8336329f7d092c5d41d465ea,59
54f1dbd408f30a0127a9591f866683bf,59
96fb995362bd98dcf06219789a7b600f,59
a3ce8cc0c0649b43a23d2dc2a721de79,59
11bfe559eef68ff53f9f5633f547f032,59
c06937733ebfeb47aa051879b0a870c2,59
fd1267a6f222aa26b5168bff6d127b04,59
1679d85e694ecf0726239e3dfc040c3a,59
de4fc1490cedae76482ba50afc57a9df,59
4e8ece2121f685bc33c59e6a1354f629,59
998d6ad903e68bdf960faf7f139a5c3d,59
e9c27673e90adbb4ed3bc7adf99f4882,59
fa66e13012c94b126373f44592cf950a,59
5d9db52380482e6dc393893081ab7d00,59
653718312762bd354742c602f369d798,59
68eb837819e60a3bc20224badb024669,59
d506b09e73496c7064a48e9b038e54b7,59
f1f4e212f12e90a9ab9f1062a94b7765,59
ba4939215ca8fdd0b821ec1c49fdab33,59
d2aaf637708776e2f56fc41195098c06,59
2ad555f984a38b9ab8df6330597c2339,59
d7074c7d40536a03885d272eaeea5675,59
04d4fafa653f91c7a1d5885b0204dc65,59
8402172fdc3065e5194d0f68d35f8b3b,59
f24a9f2cf43d2a9342323026d56ac08b,59
9d5343534e7842b673d3597102d1b6d6,59
bf7aa1846574b422bf3d1446f13bed5c,59
3a3af93b6f1e3c1fef00cd38a15be645,59
1f61bf3e55f01826673fb7798af79c14,59
bc35cee3431d359da586d8393c7dd529,59
6dd46721be2f014e31ad3903afb91371,59
3bbf2e68eeaecfe16ee7d6d32fa84f5d,59
4b48e6948429fea866d88f0c50b4182b,59
89139ef2893635569f7219bc0fceb7eb,59
d597dd9036a8f79f0a8ada62950d6fac,59
03d58a47e22feb4717dd6b6e4bf76fb3,59
d35dc54b6358911774a72abd03c44ed5,59
2e76e127f717c0131cd830e9d6d90926,59
fb1d8b11a27373d14ddcd8b61a12a432,59
876a32330008f9a1095ea6bfa703df1a,59
b2cf36505aea9956a3748f36ec5549e3,59
71a26e6e6eee8f2a74d5bed3d77da643,58
1f8d27514745db8445e275b1f834e11d,58
391cb9ada985efb32b0f72b0aeb3cf39,58
f5fc6f4f2d3fe47bd720a9e69bb11458,58
ea8867b92d232f286606b5bc6a421569,58
04f7f9c957d6e87f0161c664bd641304,58
040b55d85214c6df88162e3bccf9b441,58
a73750d61948ef57ec45082b4689c281,58
29ef1ad34abb14ae62046fee285ad5cc,58
e2273a616e5ac9841c90639ea04b4c9d,58
5a65336ff964f3e5385bdc9dd13d548d,58
bbe5b33806169c9e2eaed7b13a73bf69,58
b8a774230488589b9038c8485f3a690a,58
