user_id,in_degree,out_degree
abfee2acd1b1e69704b4a5e1ef17bb11,1,0
fce29065badeaebed016e2fba9eef78c,1,0
5b7744cddf42f3fc525e84f69421afac,1,0
07438ea3258e75154ddb3ef084621932,1,0
f309ff1569b7f24701fe09841c2ab3ce,1,0
0fb0ad7020ae4951857378d30b0c3018,1,0
82381e4b913a748a2f79dbb5cc603266,1,0
78f7304ca2d08fb51d662967d474a2fd,1,0
764e9012c18df7e40c4588cec8ae875b,1,0
88819d40f020120b7eea677fd6b56af6,1,0
a048f58d1b0c265ef4d3b0a0853bc4a5,1,0
1bc1e3dea278ebdfd5208fc603931c43,0,3
951d908f74daec09ce61122816cf89a4,1,0
4740d7b9e59f48c4d5402e47e6b8efa6,1,0
670ab57ef6b2e05881e7eb52c9e15631,1,0
dcbbb5a4293046dced6104ead3797408,1,0
71ada4bb1eafc2760634ab04852905df,1,0
d8f9d3625b0d214350a3e2103e236e14,1,0
7534f613002bf8f9719c7d0942b50ade,1,0
c07fa4d6e73b2ac0f9e1fa330a65ad81,1,0
7393c064a622342df7c78d5dac73856c,1,0
6189c00586fba473fc4501550effdcf0,1,0
53712211697649a34a17368cf1f0c405,1,0
ab7ee6460bf943dd8e9e9bb2fd59e2c2,1,0
4baff3ea9ea75153fbca0796361ac7a6,1,0
703b71083ffe5accab7a0a70df3f14d3,0,4
6f0001426d52510ad110b18c1084c8ec,1,0
5faa78bdcd48fafba0625dd5eec4cd14,1,0
5fdfc96447ac597b48818da7e184d24a,1,0
07ad49157c01920de3bc196bcbb2edd2,0,2
720315faac073a6be45633192827d0e2,1,0
cb86e7d3e9eb30340bc0df28a0736d82,1,0
cbec0ee5fc36c4cd78f7363ce80272ee,1,0
751e68b87841df4dc85b2ae6a80502bf,1,0
9b62beb8c8a3d9c72badad8d13fcf23d,1,0
65f48ccdadb51f497abfaf99328ee85d,1,0
6ff0ac936fcef3e147d24a4de40d20e9,1,0
580e18387bb2f62f397006f108203d19,0,6
d178c899e2173be1b079f203db620e77,1,0
fc20615128d9bd9666afb75cdb21c68b,1,0
ae97882dd527141f8067119cff158736,1,0
85c264a191e0aaf39f719c35a01fbe28,1,0
d0dd0db129cbba899870e6decede0335,3,0
055fb8952911e6beed603b02cf017bd4,1,0
e381c4ba32e78f59ed411b91448d0642,2,0
2abd3e4bfa293bd5f56bbed890151d3a,1,0
0e28049d037f23571001db613930598f,1,0
ec3713260331b54ea1689cae3d647676,1,0
21a23b2b4b3fb1f492a1fd08ad159d60,1,0
48a39e59f9ea416de0c2db60b684d692,1,0
79261a2a04203ad3e8d0f6fc08cb804d,1,3
0766ccbbf98a54dbe15e660f8d6435a8,1,0
d849c4bc6050c299e5e603dba84eab5a,1,0
b909a1f49a4dec5aac79071dd6ada75b,1,0
b4158e461fac7be42cb4e8a9ae60ebbb,1,0
adbd4fdc00ccf4dbc52362b00a46a4a5,1,0
3aad61e3b345f9c9710e2ff7b81c6f2d,1,0
0d76ead9e1ebbe9f3ac96367b4114664,1,0
c0fe1a76841cd6487d1292e62b4c1e99,1,0
32c384997596b518afed864b858f2867,1,0
4d06fe55919c93e4e6562a7f0693e102,1,0
ff34621eee9d5be88a8e65ad5b393c1a,1,0
4ac2c7aeb5d0e317f0a0ec078055725e,1,0
b3e1637783e9b7ea33170de85c3f4943,2,0
870dd8599829eed983e64ad61007f418,19,21
4244baa98d070ee25542a94356f76c51,1,0
4d19ec92d7a631683a1eaf878fbaa8b9,1,0
1e6502af094aa9499611b3d2fef584d9,0,4
a5cf00824f91d6b39db5f85361d4d258,1,0
ee55ec4aa6b9a07fb447b453eb05cf1b,1,0
8ed828f936fd043a5dcecdc9b5fb9685,1,0
e59ceafba86ef31ee21a5f3cb4205fb0,0,7
94a6bcceb4f68ccf9b1ad09d4cb0d99f,1,0
d85f6a360b64dfc5d73958de688e5050,1,0
5c23f4c89c554f29526fe39ac3183c63,1,0
843c1e5f328382037ebdf909f566d6e6,1,0
7423f3acee987887fbeccd11a7d9e8bc,0,3
9e73af08a199085dc70c1bd946efe892,0,5
d192070fe6b0739d5c6ef15935be133d,1,0
8f2a5ba10ce7fac6175bf2bf517ed066,1,0
ff79ff95c9ad63cbd9efd89c529036f1,0,2
21ad5e8ba33dd1511b3ec4f87ec2b06a,1,0
2f8f340685e2fa7bf1d376f2aa3367d2,1,0
10fa1bd7617ba548368934e069f91cc3,1,0
bc99064df7687941cf991ef648ad6fc9,1,0
88acf0f51f2098fdca373885ed865316,1,0
576932ea3d227548f2b2a005c5d107b2,1,0
bbb89aba3f4b1eb15c0ad73e28ec3a2b,1,0
0ebb3672bf230ae48f9874f101eefb44,1,0
eb1cd4b8dc0007015bef062f91d61d7b,1,0
5eabf6a6faa5a6d4579a93301e2af574,217,2
46264f1ec6d917b255bb08bc9668493a,1,0
06f18ad789bdd01942bfac8908ad79cf,1,0
7ec35f5cff2390544ccfd94b217e76d2,1,0
2b9543df7c6ad76043adb05e94aae5d4,1,0
e65a77e89632f7adeba7fd0a3c8bb1cd,1,0
6eabbd28e93997a8d22c35eb6f591047,1,0
82a5b2357874bddbb2d16c2b622d7095,1,0
63f30d14cfc2bc6d2bc8e83dd5986e6e,1,0
12c42c0e65a40fb6c808a3bde881e0f9,1,0
5e557ffb0b5bdc1a2000b514d4be39a6,1,0
7736b316fa4dd389bff9c30ff4d740e5,1,0
03e4decacd8cd6b1f439dcb3fd0a23b6,1,0
3561d29dfc97217c3459d3bf200b4997,1,0
11f23bd9657d3d7c91f9ab93e199515d,2,2
1ac9bedfdafba75687a00d3ed0263e34,1,4
941299bb04dfb2bb6f85bb2cc9f77e5e,1,0
f6e25b7bc5a264c337a13f7e1c3bc0a6,1,0
05bdb1b9993a710b04463228db183d66,1,0
33f39c907c3d15d6a9c61ab0206bf7bf,1,0
e700d0b889ea0366c44493b18a8625e0,0,15
d5f9359347ee700bd6cbb960b063b169,1,0
2d6194a1ca30d895ee677c8ea765bb0e,1,0
9fc3f13c06e0d326cf89c3b75bcef33e,1,0
36683096cac360e40565b681b4efadae,0,2
8cafb378ffb80c9b80d11d913a038c87,1,0
82f8544df3a700b87fd0ec8a0efa11f4,1,0
8d9720dbab70e12e84d0e477bfbba022,1,0
262f29ab7ab79006247794607332b15d,1,0
877788e91995fac9b8eb1c1d48d6f4c8,1,0
f1c25cc709a84e3594d389d729d7ddc1,1,0
c0a8b406765506cb3a62d64303788885,1,0
f810df1af01ad7e4baac581440040b0a,1,0
5db1ed163d12bead9ebd636a8e8b1df9,3,0
2591c5c85fd0ad8b563d2ad04dba8a3b,1,0
534f98a3ae0b965160d785f6994b8ba2,1,7
bfaa82c02f344d56daefd68f6ead6ffd,0,7
f1fd5ca78a75809afc1231312b18659b,1,0
eb29ab16073025df2e0a336492aa9df2,0,3
365c794c6de9477071a4038db368c267,1,0
0caac1fcaf56f5e9cfc6f0b24c3e2df0,1,0
25e713c0e738b538f342880b57d50ef7,1,0
e47b13672baa3d0de25dafad2bb66e9e,1,0
f8d98d03fe448c5548119cea498958d3,1,0
cc373d72eba970bf5c8e1fee44d503e0,1,0
4ec839ec0d2115a780420de0b79640c8,1,0
8239087137b025baae86ee39fe35fa56,1,0
6062a042cddf87098f3a002ba9a418d0,1,0
26e522f5281b0a138dfcb63bff24b1be,1,0
2438fb1f57dccf845573fe5f71aedb72,1,2
3666e0ae8a5083e5a8e291e48feb2239,1,0
f6073b6299103e250d6aaecdc6bab8d3,1,0
bbe821e05273c8f86cd544343d28cd3e,1,0
2cdb7857ce42b4fbc42e4f16525678f5,0,8
90eb8e8bf3282ae0edc224af9319a50c,1,0
8059f67d1922e151c896a71b630bddd0,1,0
edc2c77770f9172cd11de256cfcc6a3e,1,0
05b3e88682e2b9f4deb39d72c34f22d4,1,0
62d62099e199d1b3638b597cfc478cf8,2,0
2293abb2f6c8e554d713d494029f5bba,1,0
4a1b1322637ab21f1d81435cc294081e,1,0
51713bbc7bf790b2674b550c7629efff,1,0
2c7e5e221794008f832acce8123aa8ee,1,0
83e936dbc964095bc5ac5572cafd4a23,1,0
523aafc4cef3517af8193f3a7df80d7c,1,0
5ec4d39ab6a56dd3ccd19b3aef3fc521,1,0
f128e1122dd77fc69ae98ad174974f54,1,0
f9a3c32988b6b6be7250b9d1a954f150,5,4
5e5d932da06feb3d78cfc571e8f13820,1,0
951abcfcd94f123d308e4b50ef39cbcd,1,0
7018b9305344374f79dd7967736bf208,3,0
3f7b2b91a7a36cca8bd3f4878d33c6ff,1,0
98835663144a98e9650578b02542045c,0,5
368e92b7a94f383ed403717970d7d15c,1,0
81435c49ec430b4064532932a30a8228,1,0
55ae9ac55592709de71bf88c67a96ef7,1,0
fd624690d804ff2e5a1811ddc13ae307,3,7
370b7acf94b063c29c7fdd3f69908a10,1,0
aa7b57f300cc41f0af1184c861bdeef7,32,0
9fdd4c2d53d0ffdb7aa6a758c17c4216,1,0
197c2cec964975f269d2580754d25a94,0,7
bf857f42740385a629152b6234905470,0,2
1f20b59d1c73edf825858b64980d3a92,1,0
d0a06764de41c7f8cc5a022a344d0193,1,0
115aa36fd844f83c180857ed83cec3a7,2,0
07c02d7bbf90fe8776abd94d4a7608db,1,0
53231dd6a76ae52ea0f60634d3ae405e,1,0
46bfa14cb88f406fa5f48358c8619df4,1,0
9b0c76940e070bb72a8d625422b678e1,1,0
9f1ab0fb19ebca707a74e69e2c478310,1,0
b6ec39bbf1acea520a42753fbd4dfe02,2,5
a88d172f7761510a7f48c56cf0c4ee61,0,3
bbad23c776a9cda8926c7552bd8a051c,1,0
99d45b77ea126f2c4cab22c12356c41c,1,0
7825059a7b6ab7ca9ad49a7b699c16ed,1,0
f686f5518c471823eb43131b8d566df0,1,0
99b70c3323995bd40e0ecc9c8aaa830a,1,0
26e59c6740ba66e725765ab29c6f5182,1,0
d8fe116c10504799dbd90be27f2c8fc3,1,0
0e7746b8e08a68c64f0d9d4ebed3410f,1,0
28e1925a5dfce9b0787e797d05551633,1,0
03c935e17be08264b294533aedddc0ee,1,0
624f34553adbd53872ff88a890311ad4,1,0
7e1397bc8bdf844c4169ab7ac49a15e2,1,0
d0da57f8ec6c83fdfdb55a0a3199bc55,1,7
91a64ce05034421db4ca51ae817883bc,1,0
0bb8a3425c50a339216002561195c5f1,1,0
9c84b5fcf1d7dfbf02fa1e2c9aabe87e,1,0
2e618fd36799b8c1d5415f1d71bbb9ca,1,0
70ce001a75afc81f6a6a102575e802c1,0,1
9a06a5b3fc14cb777cea8a24273ca09f,0,2
7896df33c6c3fa0bd37928e4d0ca6fa4,1,0
a5ba8c0d1e4e631ef582b7a78c3d70a6,0,2
58b36d74f719cb282174cf3a141d3eda,3,2
c774b2e443667a6bc872dd37191d1cae,0,2
52798a68ea945a81cb85bedcbf22654b,1,0
5e7d118fa94e8d86eaeff4164477bb86,1,0
4597a169cdccc51d525b8c6d7d34e512,1,0
783aa0bbc3d31b6e5890b7935b281bf0,1,3
064078b305afbcd16dbb4222b7bd82f1,1,0
af0ba54a9202ccf2486c7003ea107ee1,1,0
6fca849d52a2d3277257652d0ea4054b,1,0
d5ecd0c248730cb7e24707e03299baa7,1,0
cdef427eabe8c8f638fa515c94a5c941,1,0
43f6b54bd4565ffe07cddffd7b99a152,1,0
226b20dfad78874c4c0e306158c4ebf6,1,0
c09db5d3883aa778dda1aabc3f0db17e,1,0
f4765537c2769a037b40890c519dd6b6,1,0
388a49a9400910c0fb86a299a131e3ee,1,0
e237346372ebb629164d8b6a473809e3,1,0
e1985e391df7c899137d66efa0bf0e2a,1,0
71405ea57ef655770744e8cefde1fc99,1,0
730cf263ee9d7eade3a6e373a3ad3b3a,0,3
e03cbfb6335f450ece3d5857615bd4d8,1,0
ce4682420c3f06cb9b2420233a25dbc6,1,0
71d81f40c2247fec2e343d903c55fdc3,1,0
d02df864c4d8e15f235a694ccf536262,1,0
3c52961e6a977db901e1156bc3b79234,3,6
30cf7486b22bee9af9269038d93be9e5,1,0
08a8140a5c4c68dd599fd70e33f6f896,1,0
8366fd86e1a1a1ba2282e4222035f76e,1,0
fcf02bf3d9e10bcb940b56944889fe7a,1,0
0173b14562f802ce52da9da5d8365b79,1,0
0afd880d05d21bdf473217018d588924,1,0
afe5d84055eb28a17194640062b179e2,1,0
f1813a2d306ec13c819b6cc2c9478a08,1,0
927cbe96ec037f814742d7345fec9975,1,0
d4e33244795a35e0c05bdacc24ebe390,1,0
2a5e3541125b3d7ae223a450995e5f14,1,0
f2963ec800c9505297a7bee581efe920,0,3
460c3efe92d386d2221958298d11d606,1,0
130f552a4335ed08387f759c6704bc01,1,0
46698d4acf3599ff96304a848fc54479,0,3
3229bdf620953ccb3cc05d97ae7412f7,1,0
9f0c23be47f3533bb0035dc1e6e68d24,1,0
d4fe57451f099392d335bc4795d532ec,1,0
b20616d82d46f977acc706de058be30d,1,0
eea021ae48ff5155798d028f66d82d07,1,0
4e35baf998ee79cd3573b969f600a705,1,0
64979cd9ff87aa8644f8e2f2df2c4957,0,1
c16ad23a189df28551889e9867e54cc7,1,0
e56fda65d45872438c3f373c6ac050c9,1,0
e3ea5199ea0621e5ecbc22d547ee8e24,1,0
80a7496415a16dd3f0af891f3f048dca,1,0
f7219d91cdc284d78aa1f71ac716c62c,1,0
e42f28dcdd510add149426d9cc721bff,1,0
ba4a09707b39bb9ad6324c9f235e86bd,52,51
c55a7abbf6eda9f0772235fe8f6d2fab,1,0
8d72d52a8c1441d929ff6c9ef430a7e1,1,0
c7a377fb2e78b8eed5e077469bca3195,1,0
9f9ec304d2fae867061d77b0e0e36a67,1,0
e39c1fb306e2516bad78c8f3f4a1a4ad,1,0
406daf4fd8f248b47fce6811599ee6db,1,0
a708fe36b1ed0e751cb515a14a0c3c86,1,0
9ba95ded3742c271e709d7bfe6443e6d,1,0
2e2791e0a78c3a952f723bcafcabbc05,1,0
4ae8792a95c40928a22d5c62f512f5a6,1,7
8f3715cbde56c1d3951a38b768b68707,1,0
758b74430e0f376b66bee9bcdfb28128,1,0
35d677ca606946e4aa52a75c54dab43b,1,0
b0b68866c2bcb1c8dbeba3a2369fb9bd,1,0
bba6edccd9b0a355788d0f89aff443be,1,0
59abd20b3b270ff728a320b7546b38f8,1,0
1be623b43b3767341287e4300bdf09ef,1,0
732f176e351bbf9f20ff3724c11dd1ae,3,0
6f6da2f8f8fcbcfa029042cc4a0d0fb1,0,1
39d6c6d15e531ceb492c7c48d2d5652d,1,0
0df60f4fb7943526758ad09268d5c83f,1,0
f0c450af1005654a9ee93e65b4a9c1e6,1,0
c2988fa26efa326b8940d9e152431933,1,0
55b8bea8468a7d05b65e4659b5501b1e,0,5
288dfc26d5694b8f28502221ec773b8c,1,0
37d014c49570bec0ba275389f2e1b9b7,1,0
a4c75052ed02b5da1d3140c153b97439,1,0
d00b1591cf9e777d9484bc1627abfb75,1,0
970902bec98f0de61fe4493aad7d0481,1,0
d39422932de88495728fb375f32c4797,0,1
29d672c6250ee633b9717425a6a4e662,1,0
980f57bc2da1d35eba1a0cdfd93308ba,1,0
3de480e74930f221ecaa76e1e277a5e6,1,0
b58cc0d684579b8255bc204267c86839,1,0
23abf054585b24a022a2541e0a70d520,0,2
4a13d1dbd9b05ad4d14543e8b96d8051,1,0
1e232997fad1e20427c9f89cf6194282,1,0
d80f8bc0498334d97cea1a2a62c90137,1,0
17959729a820021704e2b25a47ce0662,0,2
0d510815208d90c077e081b0d15ed889,0,1
6ca93b39a898b562dc7b5cd88a8b4890,1,0
591d04bb392d00922a1ced2d671fd728,0,1
7f7318cd5b7ad2432b1a5ac0e8b62fc0,1,0
1ffda6531acc1679d26778688533c818,1,0
abfa14b33103344cfd0223b27abef74c,0,1
aa722cdc7bf5ca2e1588f7ca8fb85e77,1,0
a37aed2d86e5d732a7e353687edd26b8,2,0
606c962ae10d9297eef863d613e782ab,1,0
f424926d49846f572d121a31f514c3d4,1,0
21616290ce79f9c4d8956536c6777efc,1,0
167377c97c86dd2f47b6cf1b2eda3988,1,0
b86efdfb0d7b1f1945bc2e157f8ee68c,1,0
e511ecfabb87192a250cede5c3478c43,1,11
b1a80232b2d1af083bc0367a64539653,1,0
84930c33f73f0f1c85dfbcc981da0b98,1,0
aad73416a0f1e76dfa4f7814fa0e9b48,1,0
c423910b6f4b31530307771a5cd56d74,1,0
21f9fd32ff38baa0e57ae7f63319ad34,7,9
f008cb789b9955e4da027177a6d7b869,1,0
452e73e2de65f325fc4e5ca0105a1987,3,0
a77f521888ceacaaf8668d88b55e1390,1,0
17a3cdf59b9f5c78e6859211035f2ffc,1,2
d35d007bd7625c000f824fe69bd71ec4,1,0
8f17445d3a412f21ce8827a7aa81dab2,1,0
30cc3e2c5aedc083e799a2d55cb9c91d,1,0
e9b793f9981b6971ad9b5dbe833c60a2,1,0
b61133261ce7d3d4b89e69c9ad949194,1,0
70ef5b21dba94e758118f21bfb12400e,0,6
475e6896008cbb72f0ae4f03b12f448e,1,0
ce20fea4964864cd999e15a5e3f056e5,1,0
2f37ef07e76588c72086c17fdf6ba5a1,1,0
00293fdfe214be24aabac29858f3e726,1,0
15ce78e3e4390e0a531fefff2f6d7a68,1,0
667406e5d79c860d7e954d9ec94ac933,1,0
299581345810176acbdbf995d61825c5,1,0
018740543f5948aa798e0e075e18a839,0,9
4b5447b69d2431753d8c6c1baef17643,1,0
371e9204f079a27ec36d2131250a311c,1,0
2a819bfbde87c120e219d4fa9d2077db,1,0
2c0cf538707717e7ea1e9203a5bfdd4a,1,0
15a95a91994bd9b3093f0f58bb418ef2,1,0
