inviter_id,cate_level1_id,cate1_interaction_freq
004e2a02bfbceae73b74f32005fb42aa,16,12
004e2a02bfbceae73b74f32005fb42aa,1625,1
004e2a02bfbceae73b74f32005fb42aa,1801,12
004e2a02bfbceae73b74f32005fb42aa,29,1
004e2a02bfbceae73b74f32005fb42aa,50002768,4
004e2a02bfbceae73b74f32005fb42aa,50006842,4
004e2a02bfbceae73b74f32005fb42aa,50006843,1
004e2a02bfbceae73b74f32005fb42aa,50010788,1
004e2a02bfbceae73b74f32005fb42aa,50011397,1
004e2a02bfbceae73b74f32005fb42aa,50013864,3
004e2a02bfbceae73b74f32005fb42aa,50016348,1
004e2a02bfbceae73b74f32005fb42aa,50023282,4
004ed97d5bb54bf050fed3c79297416a,122952001,1
004ed97d5bb54bf050fed3c79297416a,122966004,2
004ed97d5bb54bf050fed3c79297416a,126762001,1
004ed97d5bb54bf050fed3c79297416a,16,6
004ed97d5bb54bf050fed3c79297416a,1625,1
004ed97d5bb54bf050fed3c79297416a,1801,16
004ed97d5bb54bf050fed3c79297416a,25,1
004ed97d5bb54bf050fed3c79297416a,50006843,1
004ed97d5bb54bf050fed3c79297416a,50007218,2
004ed97d5bb54bf050fed3c79297416a,50010788,11
004ed97d5bb54bf050fed3c79297416a,50011972,1
004ed97d5bb54bf050fed3c79297416a,50012029,1
004ed97d5bb54bf050fed3c79297416a,50013864,4
004ed97d5bb54bf050fed3c79297416a,50016348,1
004ed97d5bb54bf050fed3c79297416a,50023282,3
004ed97d5bb54bf050fed3c79297416a,50023722,7
004ed97d5bb54bf050fed3c79297416a,50025705,8
004ed97d5bb54bf050fed3c79297416a,50026316,1
004ed996e603c89141b5dbe4bb7dc6c3,50002766,1
004ed996e603c89141b5dbe4bb7dc6c3,50010728,1
004ed996e603c89141b5dbe4bb7dc6c3,50012100,1
004ed996e603c89141b5dbe4bb7dc6c3,50014812,1
004ed996e603c89141b5dbe4bb7dc6c3,50016422,1
004ed996e603c89141b5dbe4bb7dc6c3,50025705,2
0055a00a86595818519255c9ac835ee5,50023721,1
0055a00a86595818519255c9ac835ee5,50025705,2
005e2c2faa5267a7addb0258db01ccf8,124458005,1
005e2c2faa5267a7addb0258db01ccf8,126700003,1
005e2c2faa5267a7addb0258db01ccf8,27,1
005e2c2faa5267a7addb0258db01ccf8,30,1
005e2c2faa5267a7addb0258db01ccf8,50011740,1
005e2c2faa5267a7addb0258db01ccf8,50014927,1
005e2c2faa5267a7addb0258db01ccf8,50020332,1
005f0e34995c51b63fee253fe753d6e5,16,36
005f0e34995c51b63fee253fe753d6e5,1625,2
005f0e34995c51b63fee253fe753d6e5,50002766,3
005f0e34995c51b63fee253fe753d6e5,50010788,1
005f0e34995c51b63fee253fe753d6e5,50012164,1
005f0e34995c51b63fee253fe753d6e5,50016422,1
005f0e34995c51b63fee253fe753d6e5,50025004,1
00645dfbfd3e7c6b3674d427d6452209,122950001,13
00645dfbfd3e7c6b3674d427d6452209,126762001,2
00645dfbfd3e7c6b3674d427d6452209,16,3
00645dfbfd3e7c6b3674d427d6452209,1625,1
00645dfbfd3e7c6b3674d427d6452209,21,3
00645dfbfd3e7c6b3674d427d6452209,25,1
00645dfbfd3e7c6b3674d427d6452209,27,1
00645dfbfd3e7c6b3674d427d6452209,30,3
00645dfbfd3e7c6b3674d427d6452209,33,1
00645dfbfd3e7c6b3674d427d6452209,50002768,1
00645dfbfd3e7c6b3674d427d6452209,50008090,1
00645dfbfd3e7c6b3674d427d6452209,50010404,1
00645dfbfd3e7c6b3674d427d6452209,50010788,1
00645dfbfd3e7c6b3674d427d6452209,50012082,1
00645dfbfd3e7c6b3674d427d6452209,50018004,1
00645dfbfd3e7c6b3674d427d6452209,50023282,1
00645dfbfd3e7c6b3674d427d6452209,50023717,1
00645dfbfd3e7c6b3674d427d6452209,50023721,1
00645dfbfd3e7c6b3674d427d6452209,50025705,6
0066da5ef10816b642006a5ce208f4dc,16,1
0066da5ef10816b642006a5ce208f4dc,50002766,1
0066da5ef10816b642006a5ce208f4dc,50012082,1
0066da5ef10816b642006a5ce208f4dc,50023282,1
006d9a3c4c21d8bd4b8c74ccf296cdbc,30,1
006d9a3c4c21d8bd4b8c74ccf296cdbc,50010788,1
006d9a3c4c21d8bd4b8c74ccf296cdbc,50011740,1
006d9a3c4c21d8bd4b8c74ccf296cdbc,50023282,1
006d9a3c4c21d8bd4b8c74ccf296cdbc,50023722,1
006e3f47cef55315ce835614396a757a,16,1
006e3f47cef55315ce835614396a757a,50010404,5
006e3f47cef55315ce835614396a757a,50025004,16
0072afde7da1a8f8278cfcc4a1e8fb8e,122852001,4
0072afde7da1a8f8278cfcc4a1e8fb8e,1801,7
0072afde7da1a8f8278cfcc4a1e8fb8e,50002766,6
0072afde7da1a8f8278cfcc4a1e8fb8e,50020275,1
0072afde7da1a8f8278cfcc4a1e8fb8e,50023282,1
0072afde7da1a8f8278cfcc4a1e8fb8e,50025705,6
00755850831877cee628b479c7311f81,122852001,3
00755850831877cee628b479c7311f81,1625,1
00755850831877cee628b479c7311f81,30,1
00755850831877cee628b479c7311f81,33,4
00755850831877cee628b479c7311f81,50002766,13
00755850831877cee628b479c7311f81,50006842,1
00755850831877cee628b479c7311f81,50010788,1
00755850831877cee628b479c7311f81,50013886,1
00755850831877cee628b479c7311f81,50014812,2
00755850831877cee628b479c7311f81,50016348,4
00755850831877cee628b479c7311f81,50016422,2
00755850831877cee628b479c7311f81,50018004,4
00755850831877cee628b479c7311f81,50023282,2
00755850831877cee628b479c7311f81,50023717,3
00755850831877cee628b479c7311f81,50023721,6
00755850831877cee628b479c7311f81,50025705,4
00775fd5cb56c93bf5462a151c95a2a6,16,2
00775fd5cb56c93bf5462a151c95a2a6,30,2
00775fd5cb56c93bf5462a151c95a2a6,50006843,1
00775fd5cb56c93bf5462a151c95a2a6,50008163,2
00784ab4ffd18c6cd32b642a2ce0348f,16,1
00784ab4ffd18c6cd32b642a2ce0348f,1625,3
00784ab4ffd18c6cd32b642a2ce0348f,50008163,1
00784ab4ffd18c6cd32b642a2ce0348f,50010788,2
0078c38e3062c766c5b17a0a374cfccd,50008164,1
0078c38e3062c766c5b17a0a374cfccd,50012029,2
007cfad4c0dc7c5e3880aaf4b42fa635,16,8
007cfad4c0dc7c5e3880aaf4b42fa635,1801,2
007d86e886ead6d5f2ade6f31c104e7a,16,5
007d86e886ead6d5f2ade6f31c104e7a,1801,1
007d86e886ead6d5f2ade6f31c104e7a,28,2
007d86e886ead6d5f2ade6f31c104e7a,29,3
007d86e886ead6d5f2ade6f31c104e7a,50010404,1
007d86e886ead6d5f2ade6f31c104e7a,50010788,2
007d86e886ead6d5f2ade6f31c104e7a,50011699,1
007d86e886ead6d5f2ade6f31c104e7a,50011740,2
007d86e886ead6d5f2ade6f31c104e7a,50012029,2
007d86e886ead6d5f2ade6f31c104e7a,50013864,1
00818cdd0588c0030b9a4419e97dd32f,122928002,1
0087538c88067c0f32c462bc9fce85df,126700003,2
0087538c88067c0f32c462bc9fce85df,127508003,1
0087538c88067c0f32c462bc9fce85df,16,1
0087538c88067c0f32c462bc9fce85df,1801,1
0087538c88067c0f32c462bc9fce85df,25,1
0087538c88067c0f32c462bc9fce85df,27,1
0087538c88067c0f32c462bc9fce85df,29,2
0087538c88067c0f32c462bc9fce85df,30,1
0087538c88067c0f32c462bc9fce85df,50008164,2
0087538c88067c0f32c462bc9fce85df,50008907,2
0087538c88067c0f32c462bc9fce85df,50011972,1
0087538c88067c0f32c462bc9fce85df,50013886,2
0087538c88067c0f32c462bc9fce85df,50014811,1
0087538c88067c0f32c462bc9fce85df,50014927,1
0087538c88067c0f32c462bc9fce85df,50018004,1
0087538c88067c0f32c462bc9fce85df,50020332,3
0087538c88067c0f32c462bc9fce85df,50020485,2
0087538c88067c0f32c462bc9fce85df,50020611,2
0087538c88067c0f32c462bc9fce85df,50020808,2
0087538c88067c0f32c462bc9fce85df,50023721,1
0087538c88067c0f32c462bc9fce85df,50025004,2
0087538c88067c0f32c462bc9fce85df,50025111,2
0087538c88067c0f32c462bc9fce85df,50026316,1
008a63906f87b402566231b0fc285479,122852001,4
008a63906f87b402566231b0fc285479,122928002,1
008a63906f87b402566231b0fc285479,122952001,1
008a63906f87b402566231b0fc285479,124484008,2
008a63906f87b402566231b0fc285479,16,11
008a63906f87b402566231b0fc285479,1801,1
008a63906f87b402566231b0fc285479,21,5
008a63906f87b402566231b0fc285479,25,9
008a63906f87b402566231b0fc285479,30,2
008a63906f87b402566231b0fc285479,33,2
008a63906f87b402566231b0fc285479,50002766,2
008a63906f87b402566231b0fc285479,50006842,2
008a63906f87b402566231b0fc285479,50008090,5
008a63906f87b402566231b0fc285479,50008164,3
008a63906f87b402566231b0fc285479,50010404,1
008a63906f87b402566231b0fc285479,50010788,1
008a63906f87b402566231b0fc285479,50012029,1
008a63906f87b402566231b0fc285479,50013864,2
008a63906f87b402566231b0fc285479,50018004,1
008a63906f87b402566231b0fc285479,50020808,1
008a63906f87b402566231b0fc285479,50025705,1
008a63906f87b402566231b0fc285479,50026316,2
008a63906f87b402566231b0fc285479,50510002,1
008d2906161ad0949b9955bea1cb4995,16,6
008d2906161ad0949b9955bea1cb4995,25,8
008d2906161ad0949b9955bea1cb4995,26,1
008d2906161ad0949b9955bea1cb4995,50006842,3
008d2906161ad0949b9955bea1cb4995,50010788,2
008d2906161ad0949b9955bea1cb4995,50012029,1
008d2906161ad0949b9955bea1cb4995,50020808,2
008d2906161ad0949b9955bea1cb4995,50025004,2
008d2906161ad0949b9955bea1cb4995,50026316,1
008d85e6ec4a37b59a456315fb011783,16,46
008d85e6ec4a37b59a456315fb011783,1625,1
008d85e6ec4a37b59a456315fb011783,1801,3
008d85e6ec4a37b59a456315fb011783,21,2
008d85e6ec4a37b59a456315fb011783,25,1
008d85e6ec4a37b59a456315fb011783,28,1
008d85e6ec4a37b59a456315fb011783,30,7
008d85e6ec4a37b59a456315fb011783,50002766,1
008d85e6ec4a37b59a456315fb011783,50006842,2
008d85e6ec4a37b59a456315fb011783,50006843,5
008d85e6ec4a37b59a456315fb011783,50008090,1
008d85e6ec4a37b59a456315fb011783,50008165,2
008d85e6ec4a37b59a456315fb011783,50010404,10
008d85e6ec4a37b59a456315fb011783,50010728,1
008d85e6ec4a37b59a456315fb011783,50010788,3
008d85e6ec4a37b59a456315fb011783,50011699,1
008d85e6ec4a37b59a456315fb011783,50011972,1
008d85e6ec4a37b59a456315fb011783,50013886,1
008d85e6ec4a37b59a456315fb011783,50020808,1
008d85e6ec4a37b59a456315fb011783,50022517,1
008d85e6ec4a37b59a456315fb011783,50023282,1
008d85e6ec4a37b59a456315fb011783,50023724,3
008d85e6ec4a37b59a456315fb011783,50025705,2
008d85e6ec4a37b59a456315fb011783,50026316,2
008d85e6ec4a37b59a456315fb011783,50510002,1
0091f3a076a268d77ba5045e94a57291,122928002,2
0091f3a076a268d77ba5045e94a57291,122952001,1
0091f3a076a268d77ba5045e94a57291,16,19
0091f3a076a268d77ba5045e94a57291,1625,7
0091f3a076a268d77ba5045e94a57291,1801,3
0091f3a076a268d77ba5045e94a57291,28,3
0091f3a076a268d77ba5045e94a57291,30,1
0091f3a076a268d77ba5045e94a57291,50006842,4
0091f3a076a268d77ba5045e94a57291,50006843,8
0091f3a076a268d77ba5045e94a57291,50008090,2
0091f3a076a268d77ba5045e94a57291,50008165,8
0091f3a076a268d77ba5045e94a57291,50010404,4
0091f3a076a268d77ba5045e94a57291,50010728,3
0091f3a076a268d77ba5045e94a57291,50010788,2
0091f3a076a268d77ba5045e94a57291,50013864,6
0091f3a076a268d77ba5045e94a57291,50016348,1
0091f3a076a268d77ba5045e94a57291,50016422,2
0091f3a076a268d77ba5045e94a57291,50018004,1
0091f3a076a268d77ba5045e94a57291,50022517,1
0091f3a076a268d77ba5045e94a57291,50025705,1
0092d808c5c04aa4070ea7a374c9fc3c,122852001,1
0092d808c5c04aa4070ea7a374c9fc3c,124050001,1
0092d808c5c04aa4070ea7a374c9fc3c,126700003,38
0092d808c5c04aa4070ea7a374c9fc3c,127458007,3
0092d808c5c04aa4070ea7a374c9fc3c,16,209
0092d808c5c04aa4070ea7a374c9fc3c,1625,7
0092d808c5c04aa4070ea7a374c9fc3c,1801,1
0092d808c5c04aa4070ea7a374c9fc3c,25,1
0092d808c5c04aa4070ea7a374c9fc3c,26,1
0092d808c5c04aa4070ea7a374c9fc3c,27,5
0092d808c5c04aa4070ea7a374c9fc3c,30,19
0092d808c5c04aa4070ea7a374c9fc3c,50002766,3
0092d808c5c04aa4070ea7a374c9fc3c,50002768,5
0092d808c5c04aa4070ea7a374c9fc3c,50006842,1
0092d808c5c04aa4070ea7a374c9fc3c,50006843,8
0092d808c5c04aa4070ea7a374c9fc3c,50008090,7
0092d808c5c04aa4070ea7a374c9fc3c,50008164,1
0092d808c5c04aa4070ea7a374c9fc3c,50008165,3
0092d808c5c04aa4070ea7a374c9fc3c,50010404,2
0092d808c5c04aa4070ea7a374c9fc3c,50010728,3
0092d808c5c04aa4070ea7a374c9fc3c,50010788,2
0092d808c5c04aa4070ea7a374c9fc3c,50011699,6
0092d808c5c04aa4070ea7a374c9fc3c,50011740,3
0092d808c5c04aa4070ea7a374c9fc3c,50012029,1
0092d808c5c04aa4070ea7a374c9fc3c,50013864,2
0092d808c5c04aa4070ea7a374c9fc3c,50016422,1
0092d808c5c04aa4070ea7a374c9fc3c,50018004,2
0092d808c5c04aa4070ea7a374c9fc3c,50020485,2
0092d808c5c04aa4070ea7a374c9fc3c,50020808,2
0092d808c5c04aa4070ea7a374c9fc3c,50022517,50
0092d808c5c04aa4070ea7a374c9fc3c,50022703,1
0092d808c5c04aa4070ea7a374c9fc3c,50023282,1
0092d808c5c04aa4070ea7a374c9fc3c,50025004,1
0092d808c5c04aa4070ea7a374c9fc3c,50025705,1
0092d808c5c04aa4070ea7a374c9fc3c,50074001,1
0092d808c5c04aa4070ea7a374c9fc3c,50468001,2
0092d808c5c04aa4070ea7a374c9fc3c,50510002,1
009372928801b3d415bfbee14f9e9e8c,50002766,2
009372928801b3d415bfbee14f9e9e8c,50002768,1
009372928801b3d415bfbee14f9e9e8c,50006843,1
0093f38dc57cd4b13058b0cfade724a6,122928002,12
0093f38dc57cd4b13058b0cfade724a6,16,3
0093f38dc57cd4b13058b0cfade724a6,50006842,1
0093f38dc57cd4b13058b0cfade724a6,50010788,2
0093f38dc57cd4b13058b0cfade724a6,50013864,1
0093f38dc57cd4b13058b0cfade724a6,50016422,2
009a1c28f577b4fca6f3f138382c9676,16,3
009a1c28f577b4fca6f3f138382c9676,1625,1
009a1c28f577b4fca6f3f138382c9676,28,1
009a1c28f577b4fca6f3f138382c9676,50006842,1
009a1c28f577b4fca6f3f138382c9676,50020808,2
009b1ae2477754a5febdf002e00f1b68,16,20
009b1ae2477754a5febdf002e00f1b68,1625,1
009b1ae2477754a5febdf002e00f1b68,30,1
009b1ae2477754a5febdf002e00f1b68,50006843,1
009b1ae2477754a5febdf002e00f1b68,50008090,1
009b1ae2477754a5febdf002e00f1b68,50010788,2
009b1ae2477754a5febdf002e00f1b68,50510002,1
009db6c4f600ec2c316f942af9d275e3,1625,1
009db6c4f600ec2c316f942af9d275e3,50008163,1
00a1922927a0c94fe0cd8299a3f301cd,126700003,1
00a1922927a0c94fe0cd8299a3f301cd,16,1
00a1922927a0c94fe0cd8299a3f301cd,1625,2
00a1922927a0c94fe0cd8299a3f301cd,21,1
00a1922927a0c94fe0cd8299a3f301cd,33,1
00a1922927a0c94fe0cd8299a3f301cd,50006843,1
00a1922927a0c94fe0cd8299a3f301cd,50008090,3
00a1922927a0c94fe0cd8299a3f301cd,50011699,1
00a1922927a0c94fe0cd8299a3f301cd,50013886,1
